location,city,country,parameter,value,latitude,longitude,num_records
Atascocita C560,Houston,US,o3,7.731,29.961944,-95.235,283
Katy Park C559,Houston,US,o3,7.699,29.8105556,-95.8061111,296
Tom Bass C558,Houston,US,o3,8.775,29.5894444,-95.3536111,296
Mercer Arboretum C557,Houston,US,o3,6.721,30.0380556,-95.3811111,295
La Porte Sylvan Beach C556,Houston,US,o3,9.677,29.6552778,-95.0097222,295
West Houston C554,Houston,US,o3,8.911,29.8330556,-95.6569444,296
Crosby Library C553,Houston,US,o3,10.186,29.9208333,-95.0683333,296
Baytown Wetlands Center C552,Houston,US,o3,6.131,29.7330556,-94.9847222,294
Sheldon C551,Houston,US,o3,10.563,29.8586111,-95.1602778,293
Park Place C416,Houston,US,o3,7.845,29.686389,-95.294722,293
Park Place C416,Houston,US,no2,3.3358,29.686389,-95.294722,291
Park Place C416,Houston,US,so2,0.0041,29.686389,-95.294722,293
Houston Croquet C409,Houston,US,o3,9.075,29.623889,-95.474167,292
Lang C408,Houston,US,no2,3.388,29.834167,-95.489167,291
Houston Croquet C409,Houston,US,so2,0.0307,29.623889,-95.474167,291
Lang C408,Houston,US,o3,8.946,29.834167,-95.489167,292
Houston Monroe C406,Houston,US,o3,7.638,29.625556,-95.267222,291
Houston Monroe C406,Houston,US,so2,-0.0289,29.625556,-95.267222,292
Houston North Wayside C405,Houston,US,so2,0.188,29.8280859,-95.2840958,283
Clinton C403/C304/AH113,Houston,US,o3,8.311,29.7337263,-95.2575931,293
Clinton C403/C304/AH113,Houston,US,no2,4.2486,29.7337263,-95.2575931,286
Clinton C403/C304/AH113,Houston,US,so2,0.002,29.7337263,-95.2575931,293
Clinton C403/C304/AH113,Houston,US,co,41,29.7337263,-95.2575931,262
Manvel Croix Park C84,Houston,US,o3,10.35,29.5204432,-95.3925089,292
Manvel Croix Park C84,Houston,US,no2,0.9898,29.5204432,-95.3925089,288
Conroe Relocated C78/A321,Houston,US,o3,9.743,30.3503017,-95.4251278,292
Conroe Relocated C78/A321,Houston,US,no2,1.4209,30.3503017,-95.4251278,278
Seabrook Friendship Park C45,Houston,US,o3,9.858,29.5830473,-95.0155437,293
Seabrook Friendship Park C45,Houston,US,no2,1.3007,29.5830473,-95.0155437,292
Seabrook Friendship Park C45,Houston,US,so2,0.118,29.5830473,-95.0155437,293
Hou.DeerPrk2 C35/235/1001/AFH139FP239,Houston,US,o3,9.262,29.670025,-95.1285077,293
Hou.DeerPrk2 C35/235/1001/AFH139FP239,Houston,US,no2,2.072,29.670025,-95.1285077,295
Hou.DeerPrk2 C35/235/1001/AFH139FP239,Houston,US,so2,0.0415,29.670025,-95.1285077,287
Hou.DeerPrk2 C35/235/1001/AFH139FP239,Houston,US,co,53.6,29.670025,-95.1285077,296
Northwest Harris Co. C26/A110/X154,Houston,US,o3,9.027,30.039524,-95.6739508,288
Northwest Harris Co. C26/A110/X154,Houston,US,no2,1.2646,30.039524,-95.6739508,290
Channelview C15/AH115,Houston,US,o3,8.646,29.8027073,-95.1254948,292
Channelview C15/AH115,Houston,US,no2,3.2104,29.8027073,-95.1254948,293
Houston Aldine C8/AF108/X150,Houston,US,o3,8.905,29.9010364,-95.3261373,283
Houston Aldine C8/AF108/X150,Houston,US,no2,2.3694,29.9010364,-95.3261373,283
Houston East C1/G316,Houston,US,o3,9.762,29.7679965,-95.2205822,292
Houston East C1/G316,Houston,US,no2,4.2944,29.7679965,-95.2205822,288
"Wiang, Mueang",Phayao,TH,pm10,145699,19.190056,100.170326,1384
"Wiang, Mueang",Phayao,TH,so2,3.154,19.190056,100.170326,1208
"Wiang, Mueang",Phayao,TH,o3,59.232,19.190056,100.170326,1320
"Wiang, Mueang",Phayao,TH,no2,17.026,19.190056,100.170326,1308
"Wiang, Mueang",Phayao,TH,co,722.01,19.190056,100.170326,1308
"Na Chak, Mueang",Phrae,TH,pm10,135562,18.12614,100.1654,1380
"Na Chak, Mueang",Phrae,TH,so2,2.578,18.12614,100.1654,1082
"Na Chak, Mueang",Phrae,TH,o3,66.607,18.12614,100.1654,1286
"Na Chak, Mueang",Phrae,TH,no2,18.18,18.12614,100.1654,1328
"Na Chak, Mueang",Phrae,TH,co,763.75,18.12614,100.1654,1154
"Nai Mueang, Mueang",Lamphun,TH,pm10,96843,18.56472144,99.01114475,1279
"Nai Mueang, Mueang",Lamphun,TH,so2,3.305,18.56472144,99.01114475,1192
"Nai Mueang, Mueang",Lamphun,TH,o3,52.496,18.56472144,99.01114475,1217
"Nai Mueang, Mueang",Lamphun,TH,no2,10.464,18.56472144,99.01114475,1266
"Nai Mueang, Mueang",Lamphun,TH,co,618.83,18.56472144,99.01114475,1263
"Sateng, Mueang",Yala,TH,pm10,47967,6.549993793,101.2799986,1122
"Sateng, Mueang",Yala,TH,co,430.71,6.549993793,101.2799986,1138
"Bang Nak, Mueang",Narathiwat,TH,pm10,57428,6.427698,101.823568,1378
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,no2,19.235,14.68308509,100.8751398,1296
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,pm10,94582,14.68308509,100.8751398,1138
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,so2,0.132,14.68308509,100.8751398,1295
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,o3,50.828,14.68308509,100.8751398,1297
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,co,901.29,14.68308509,100.8751398,1295
Puente Alto,Puente Alto,CL,no2,47816.64,-33.59139062,-70.594788,1335
Puente Alto,Puente Alto,CL,co,478199.48,-33.59139062,-70.594788,1001
Cerro Navia,Cerro Navia,CL,o3,36565.112,-33.43308961,-70.73214787,1296
Cerro Navia,Cerro Navia,CL,co,503943.3,-33.43308961,-70.73214787,978
Puente Alto,Puente Alto,CL,o3,56390.212,-33.59139062,-70.594788,1314
Cerro Navia,Cerro Navia,CL,no2,47446.552,-33.43308961,-70.73214787,1300
Cerrillos,Cerrillos,CL,no2,48712.124,-33.49284879,-70.71944028,1171
Cerrillos,Cerrillos,CL,co,787141.55,-33.49284879,-70.71944028,1329
Cerrillos,Cerrillos,CL,o3,42963.733,-33.49284879,-70.71944028,1302
Pudahuel,Pudahuel,CL,co,730651.55,-33.43781138,-70.75017123,1173
Pudahuel,Pudahuel,CL,o3,39518.479,-33.43781138,-70.75017123,1130
Parque O'Higgins,Santiago,CL,co,1298356.8,-33.464142,-70.660797,1344
Parque O'Higgins,Santiago,CL,no2,50159.138,-33.464142,-70.660797,1346
Parque O'Higgins,Santiago,CL,o3,36888.903,-33.464142,-70.660797,939
Independencia,Independencia,CL,no2,85180,-33.422301,-70.651162,1343
La Florida,La Florida,CL,so2,7672.674,-33.51663036,-70.58812396,1176
La Florida,La Florida,CL,co,1163211.2,-33.51663036,-70.58812396,1335
La Florida,La Florida,CL,o3,31452.001,-33.51663036,-70.58812396,822
Independencia,Independencia,CL,co,981103.28,-33.422301,-70.651162,1302
Independencia,Independencia,CL,o3,12712.343,-33.422301,-70.651162,636
Quintero Centro,Quintero,CL,so2,10684.6289,-32.78617012,-71.53143522,1316
Quintero Centro,Quintero,CL,no2,50253.60456,-32.78617012,-71.53143522,1318
Quintero Centro,Quintero,CL,o3,49660.65,-32.78617012,-71.53143522,1317
Quintero Centro,Quintero,CL,co,383460.3,-32.78617012,-71.53143522,1316
Gendarmería,Tocopilla,CL,pm10,42473.146,-22.063792,-70.185945,1019
Gendarmería,Tocopilla,CL,pm25,46921.063,-22.063792,-70.185945,1248
San Fernando,San Fernando,CL,o3,30322.992,-34.57975992,-70.98968519,1294
Rengo,Rengo,CL,o3,35346.19,-34.39454142,-70.85298154,1266
Viña del Mar,Viña del Mar,CL,o3,22379.966,-33.02041982,-71.55009284,1294
Podle?na,Warszawa,PL,o3,43717.6,52.28098306,20.95555556,1298
Coyhaique II,Coyhaique,CL,so2,5493.95,-45.57904567,-72.04996451,1263
Coyhaique II,Coyhaique,CL,no2,14484.144,-45.57904567,-72.04996451,1267
Coyhaique II,Coyhaique,CL,co,1165987.8,-45.57904567,-72.04996451,1261
Coyhaique II,Coyhaique,CL,o3,27240.294,-45.57904567,-72.04996451,1263
Padre Las Casas II,Padre las Casas,CL,co,683457.1,-38.76476745,-72.59879568,1266
Las Encinas Temuco,Temuco,CL,co,480712.4,-38.74869912,-72.62078823,1279
Coronel Sur,Coronel,CL,so2,18329.809,-37.031702,-73.138689,1320
Coronel Sur,Coronel,CL,pm10,60230.372,-37.031702,-73.138689,1095
Coronel Sur,Coronel,CL,co,1631481.9,-37.031702,-73.138689,1320
Coronel Sur,Coronel,CL,o3,15635.55618,-37.031702,-73.138689,1320
Coronel Norte,Coronel,CL,o3,18869.27324,-37.008669,-73.148086,1320
Coronel Norte,Coronel,CL,so2,23450.21856,-37.008669,-73.148086,1320
Coronel Norte,Coronel,CL,pm10,50005.832,-37.008669,-73.148086,1103
Coronel Norte,Coronel,CL,co,438603.545,-37.008669,-73.148086,1320
Calabozo,Coronel,CL,so2,5685.2882,-36.99643096,-73.11580536,734
La Florida,Talca,CL,so2,6333.062,-35.43514189,-71.6782615,1295
La Florida,Talca,CL,o3,28385.374,-35.43514189,-71.6782615,1299
La Florida,Talca,CL,no2,25165.38,-35.43514189,-71.6782615,1299
La Florida,Talca,CL,co,1316956.2,-35.43514189,-71.6782615,1304
Gimnazjum,P?ock,PL,co,357092,52.56083333,19.68861111,1386
Gimnazjum,P?ock,PL,o3,68081.2,52.56083333,19.68861111,1406
Gimnazjum,P?ock,PL,no2,23231.5,52.56083333,19.68861111,1406
Gimnazjum,P?ock,PL,so2,8165.1,52.56083333,19.68861111,1406
Santa Margarita,Catemu,CL,so2,114650,-32.776573,-70.938144,1309
Romeral,Hijuelas,CL,so2,17995,-32.823956,-71.006441,1322
Marsza?kowska,Warszawa,PL,pm25,34672.4,52.22517222,21.89311111,1384
Marsza?kowska,Warszawa,PL,co,1190311,52.22517222,21.89311111,1382
Marsza?kowska,Warszawa,PL,no2,68048,52.22517222,21.89311111,1382
Komunikacyjna,Warszawa,PL,co,1460518,52.21929306,21.00583333,1376
Marsza?kowska,Warszawa,PL,pm10,56746.5,52.22517222,21.89311111,1391
Komunikacyjna,Warszawa,PL,pm25,33919.6,52.21929306,21.00583333,1382
Komunikacyjna,Warszawa,PL,no2,79864.6,52.21929306,21.00583333,1384
Komunikacyjna,Warszawa,PL,pm10,61080.6,52.21929306,21.00583333,1382
Ursynów,Warszawa,PL,o3,47781.8,52.16077306,21.03916667,1388
Ursynów,Warszawa,PL,no2,31050.9,52.16077306,21.03916667,1326
El Bosque,El Bosque,CL,no2,63528.99,-33.54709965,-70.6662041,1267
El Bosque,El Bosque,CL,co,690857.11,-33.54709965,-70.6662041,1103
El Bosque,El Bosque,CL,o3,32841.979,-33.54709965,-70.6662041,786
Las Condes,Las Condes,CL,no2,59342.37,-33.37677352,-70.52332678,1295
Las Condes,Las Condes,CL,o3,38561.4302,-33.37677352,-70.52332678,1286
Chaiten Norte,Chaitén,CL,pm10,6801.982,-42.94920381,-72.72500113,325
21 de mayo,Los Angeles,CL,pm10,45328.332,-37.47118229,-72.36146285,893
21 de mayo,Los Angeles,CL,pm25,21016.129,-37.47118229,-72.36146285,1061
Punteras,Chiguayante,CL,pm10,30540.34,-36.9233296,-73.0361323,865
Cerro Merquín,Coronel,CL,pm10,31330.738,-37.02118288,-73.14955555,906
Liceo Polivalente,Tomé,CL,pm10,38924.383,-36.60171321,-72.95852283,992
Liceo Polivalente,Tomé,CL,pm25,26562.546,-36.60171321,-72.95852283,1215
Kingston College,Concepción,CL,pm10,32738.129,-36.78465374,-73.05206303,800
Consultorio - San Vicente,Talcahuano,CL,pm10,51508.761,-36.72369514,-73.12365887,1035
Cipreses,Machalí,CL,so2,1570.4,-34.261909,-70.463219,669
Bomberos,Tocopilla,CL,pm25,41015.773,-22.111064,-70.210828,1255
Gobernación,Tocopilla,CL,pm10,54009.305,-22.093082,-70.20121,1019
Gobernación,Tocopilla,CL,so2,9853.7042,-22.093082,-70.20121,1283
Tower Hamlets Roadside,London,GB,no2,69799,51.52253,-0.042155,1333
Southwark A2 Old Kent Road,London,GB,no2,80081,51.480499,-0.05955,1411
Southwark A2 Old Kent Road,London,GB,pm10,35887,51.480499,-0.05955,1229
London Westminster,London,GB,no2,47422,51.49467,-0.131931,1169
London Teddington,London,GB,no2,37463,51.42099,-0.339647,1410
London Teddington,London,GB,o3,79123,51.42099,-0.339647,1432
London N. Kensington,London,GB,no2,45294,51.52105,-0.213492,1343
London N. Kensington,London,GB,o3,64756,51.52105,-0.213492,1393
London N. Kensington,London,GB,pm10,30615,51.52105,-0.213492,1439
London N. Kensington,London,GB,pm25,19214,51.52105,-0.213492,1439
London Marylebone Road,London,GB,no2,120067,51.52253,-0.154611,1413
London Marylebone Road,London,GB,o3,31067,51.52253,-0.154611,1394
London Marylebone Road,London,GB,pm10,36966,51.52253,-0.154611,1399
London Hillingdon,London,GB,no2,81188,51.49633,-0.460861,1436
London Marylebone Road,London,GB,pm25,24085,51.52253,-0.154611,1394
London Hillingdon,London,GB,o3,47382,51.49633,-0.460861,1436
London Harlington,London,GB,no2,29426,51.48879,-0.441614,1156
London Harlington,London,GB,o3,51393,51.48879,-0.441614,1202
London Harlington,London,GB,pm10,19984,51.48879,-0.441614,977
London Harlington,London,GB,pm25,20526,51.48879,-0.441614,1218
London Haringey Priory Park South,London,GB,no2,38758,51.584128,-0.125254,1431
London Haringey Priory Park South,London,GB,o3,63235,51.584128,-0.125254,1386
London Eltham,London,GB,no2,30383,51.45258,0.070766,1400
London Bloomsbury,London,GB,pm10,28183,51.52229,-0.125889,1407
London Eltham,London,GB,pm25,17355,51.45258,0.070766,1430
London Bloomsbury,London,GB,no2,69380,51.52229,-0.125889,1415
Haringey Roadside,London,GB,no2,54922,51.5993,-0.068218,1321
Camden Kerbside,London,GB,no2,79725,51.54421,-0.175269,1245
London Bexley,London,GB,no2,27862,51.46603,0.184806,931
London Bloomsbury,London,GB,pm25,18533,51.52229,-0.125889,1407
London Bloomsbury,London,GB,o3,43266,51.52229,-0.125889,1415
London Bexley,London,GB,pm25,17614,51.46603,0.184806,1423
Ealing Horn Lane,London,GB,pm10,38106,51.51895,-0.265617,1259
Camden Kerbside,London,GB,pm10,31851,51.54421,-0.175269,1396
Camden Kerbside,London,GB,pm25,22738,51.54421,-0.175269,1396
"Wiang Phang Kham, Mae Sai",Chiang Rai,TH,pm10,209514,19.90999521,99.8300006,1314
"Na An, Mueang",Loei,TH,pm10,110433,13.76393629,100.529078,1375
"Wang Yen, Plaeng Yao",Chachoengsao,TH,pm10,69524,13.588554,101.286359,1192
"Wang Yen, Plaeng Yao",Chachoengsao,TH,so2,3.193,13.588554,101.286359,1209
"Wang Yen, Plaeng Yao",Chachoengsao,TH,o3,39.556,13.588554,101.286359,1223
"Wang Yen, Plaeng Yao",Chachoengsao,TH,no2,13.471,13.588554,101.286359,1221
"Chong Kham, Mueang",Mae Hong Son,TH,pm10,146638,19.30450102,97.97152526,1246
"Chong Kham, Mueang",Mae Hong Son,TH,o3,42.718,19.30450102,97.97152526,1266
Ursynów,Warszawa,PL,so2,11893,52.16077306,21.03916667,1358
Ursynów,Warszawa,PL,pm10,45710.7,52.16077306,21.03916667,1406
Konarskiego,Siedlce,PL,pm25,39267.3,52.17203333,22.27277778,1410
Konarskiego,Siedlce,PL,o3,72716.2,52.17203333,22.27277778,1406
Konarskiego,Siedlce,PL,co,753889,52.17203333,22.27277778,1404
Konarskiego,Siedlce,PL,no2,21483.8,52.17203333,22.27277778,1405
Konarskiego,Siedlce,PL,so2,5152.3,52.17203333,22.27277778,1406
Konarskiego,Siedlce,PL,pm10,52628.7,52.17203333,22.27277778,1410
Tochtermana,Radom,PL,pm25,40717.6,51.39909556,21.13916667,1419
Tochtermana,Radom,PL,o3,50510,51.39909556,21.13916667,1414
Tochtermana,Radom,PL,no2,33588.7,51.39909556,21.13916667,1415
Tochtermana,Radom,PL,co,1417227,51.39909556,21.13916667,1415
Tochtermana,Radom,PL,so2,7526,51.39909556,21.13916667,1415
Tochtermana,Radom,PL,pm10,54734.8,51.39909556,21.13916667,1419
Reja,P?ock,PL,pm25,29037.9,52.55094028,19.70527778,1421
Reja,P?ock,PL,o3,61113.3,52.55094028,19.70527778,1420
Reja,P?ock,PL,co,1610981,52.55094028,19.70527778,1419
Reja,P?ock,PL,no2,22961.1,52.55094028,19.70527778,1419
Reja,P?ock,PL,so2,5346.3,52.55094028,19.70527778,1388
Reja,P?ock,PL,pm10,34278,52.55094028,19.70527778,1421
Pu?askiego,Piastów,PL,pm25,38317.3,52.19172722,20.83888889,1413
Pu?askiego,Piastów,PL,o3,65434,52.19172722,20.83888889,1418
Pu?askiego,Piastów,PL,no2,37906.5,52.19172722,20.83888889,1418
Pu?askiego,Piastów,PL,so2,13280.2,52.19172722,20.83888889,1409
Urgakh naran,Ulaanbaatar,MN,o3,15259,47.8664611,107.1180194,2998
Urgakh naran,Ulaanbaatar,MN,no2,116665,47.8664611,107.1180194,4829
Urgakh naran,Ulaanbaatar,MN,co,1405915,47.8664611,107.1180194,4830
Urgakh naran,Ulaanbaatar,MN,pm10,227776,47.8664611,107.1180194,4886
Mongol gazar,Ulaanbaatar,MN,so2,96242,47.9035389,106.8507083,5621
Mongol gazar,Ulaanbaatar,MN,co,3588131,47.9035389,106.8507083,5625
100 ail,Ulaanbaatar,MN,no2,206826,47.9329056,106.9213833,5712
Mongol gazar,Ulaanbaatar,MN,pm10,343936,47.9035389,106.8507083,4113
100 ail,Ulaanbaatar,MN,o3,196628,47.9329056,106.9213833,5714
100 ail,Ulaanbaatar,MN,co,1072310,47.9329056,106.9213833,5544
100 ail,Ulaanbaatar,MN,so2,214634,47.9329056,106.9213833,5641
100 ail,Ulaanbaatar,MN,pm10,1135608,47.9329056,106.9213833,5715
Bukhiin urguu,Ulaanbaatar,MN,o3,128562,47.9176056,106.9373611,5584
Bukhiin urguu,Ulaanbaatar,MN,no2,380356,47.9176056,106.9373611,5580
Bukhiin urguu,Ulaanbaatar,MN,so2,182071,47.9176056,106.9373611,5086
Bukhiin urguu,Ulaanbaatar,MN,co,4392231,47.9176056,106.9373611,5518
Bukhiin urguu,Ulaanbaatar,MN,pm25,241713,47.9176056,106.9373611,5584
Bukhiin urguu,Ulaanbaatar,MN,pm10,461212,47.9176056,106.9373611,5584
Baruun 4 zam,Ulaanbaatar,MN,so2,142565,47.9153833,106.8941944,5104
Baruun 4 zam,Ulaanbaatar,MN,no2,331713,47.9153833,106.8941944,4514
Baruun 4 zam,Ulaanbaatar,MN,pm25,242286,47.9153833,106.8941944,5174
Baruun 4 zam,Ulaanbaatar,MN,co,6348084,47.9153833,106.8941944,5113
Baruun 4 zam,Ulaanbaatar,MN,pm10,587650,47.9153833,106.8941944,5174
Misheel expo,Ulaanbaatar,MN,o3,259390,47.8943389,106.8824722,5359
Misheel expo,Ulaanbaatar,MN,pm10,361748,47.8943389,106.8824722,5359
MNB,Ulaanbaatar,MN,no2,74792,47.929732,106.888629,2110
MNB,Ulaanbaatar,MN,so2,158977,47.929732,106.888629,2047
MNB,Ulaanbaatar,MN,co,3872158,47.929732,106.888629,2110
MNB,Ulaanbaatar,MN,pm25,159119,47.929732,106.888629,2071
MNB,Ulaanbaatar,MN,pm10,236346,47.929732,106.888629,2071
Nisekh,Ulaanbaatar,MN,o3,55936,47.863943,106.779094,1863
Nisekh,Ulaanbaatar,MN,so2,16607,47.863943,106.779094,1866
Nisekh,Ulaanbaatar,MN,no2,27783,47.863943,106.779094,1895
Nisekh,Ulaanbaatar,MN,co,1066220,47.863943,106.779094,1898
Nisekh,Ulaanbaatar,MN,pm10,170026,47.863943,106.779094,1898
Nisekh,Ulaanbaatar,MN,pm25,89522,47.863943,106.779094,1898
Zegrzy?ska,Legionowo,PL,no2,17640,52.40757694,20.95555556,1421
Zegrzy?ska,Legionowo,PL,pm25,48682.6,52.40757694,20.95555556,1372
Zegrzy?ska,Legionowo,PL,o3,70811.1,52.40757694,20.95555556,1394
Zegrzy?ska,Legionowo,PL,so2,3917.5,52.40757694,20.95555556,1419
KPN,Granica,PL,o3,66577.9,52.28585778,20.45555556,1387
KPN,Granica,PL,no2,17700.5,52.28585778,20.45555556,1405
KPN,Granica,PL,so2,2508.7,52.28585778,20.45555556,1405
Amgalan,Ulaanbaatar,MN,o3,100564,47.913429,106.997907,2117
Amgalan,Ulaanbaatar,MN,no2,71703,47.913429,106.997907,2157
Amgalan,Ulaanbaatar,MN,so2,154280,47.913429,106.997907,2059
Amgalan,Ulaanbaatar,MN,co,2013618,47.913429,106.997907,2156
Amgalan,Ulaanbaatar,MN,pm25,120397,47.913429,106.997907,2137
Amgalan,Ulaanbaatar,MN,pm10,277791,47.913429,106.997907,2137
Tolgoit,Ulaanbaatar,MN,o3,85892,47.922495,106.794805,2131
Tolgoit,Ulaanbaatar,MN,pm25,210443,47.922495,106.794805,2131
Tolgoit,Ulaanbaatar,MN,no2,54677,47.922495,106.794805,2127
Tolgoit,Ulaanbaatar,MN,pm10,336204,47.922495,106.794805,2131
Amsterdam-Hoogtij,Amsterdam,NL,so2,-147272.3,52.428,4.77348,1329
PNH Wijk aan Zee,Wijk aan Zee,NL,so2,-488745.7,52.494,4.60199,1329
PNH IJmuiden,IJmuiden,NL,so2,-124217.9,52.463,4.60184,1329
Amsterdam-Westerpark,Amsterdam,NL,so2,-122944.6,52.394,4.87016,1329
Kollumerwaard-Hooge Zuidwal,Kollumerwaard,NL,so2,-75521.63,53.3304,6.27681,1329
Eibergen-Lintveldseweg,Eibergen,NL,so2,-59819.5,52.0918,6.60537,1329
Cabauw-Wielsekade,Cabauw,NL,so2,-61427.33,51.9745,4.9233,1329
De Zilk-Vogelaarsdreef,De Zilk,NL,so2,-56942.46,52.2966,4.51082,1329
Philippine-Stelleweg,Philippine,NL,so2,-59652.02,51.2945,3.74948,1329
Wijnandsrade-Opfergeltstraat,Wijnandsrade,NL,so2,-312618.13,50.9023,5.88175,1329
Groningen-Europaweg,Groningen,NL,pm10,-11820.85364,53.2178,6.5789,1329
Kollumerwaard-Hooge Zuidwal,Kollumerwaard,NL,pm10,-61943.77721,53.3304,6.27681,1329
Valthermond-Noorderdiep,Valthermond,NL,pm10,-97386.15901,52.8757,6.93243,1329
Barsbeek-De Veenen,Barsbeek,NL,pm10,-34288.06779,52.6541,6.01757,1329
Balk-Trophornsterweg,Balk,NL,pm10,-6126.830953,52.9169,5.57349,1329
Hellendoorn-Luttenbergerweg,Hellendoorn,NL,pm10,-9653.830473,52.3883,6.40293,1329
Nijmegen-Graafseweg,Nijmegen,NL,pm10,1529.810729,51.8414,5.85778,1329
Wekerom-Riemterdijk,Wekerom,NL,pm10,-6498.025502,52.1116,5.70842,1329
Eibergen-Lintveldseweg,Eibergen,NL,pm10,-6178.818832,52.0918,6.60537,1329
Cabauw-Wielsekade,Cabauw,NL,pm10,-8519.352875,51.9745,4.9233,1329
Breukelen-Snelweg,Breukelen,NL,pm10,-6392.675887,52.2015,4.98744,1329
Utrecht-Constant Erzeijstraat,Utrecht,NL,pm10,-6690.191146,52.0677,5.12051,1329
Utrecht-Kardinaal de Jongweg,Utrecht,NL,pm10,-5055.087555,52.105,5.12446,1329
Zegveld-Oude Meije,Zegveld,NL,pm10,-334744.7558,52.138,4.83819,1329
Biddinghuizen-Hoekwantweg,Biddinghuizen,NL,pm10,-7106.410507,52.4487,5.61921,1329
Biddinghuizen-Kuilweg,Biddinghuizen,NL,pm10,-10200.16296,52.4232,5.59338,1329
Haarlem-Schipholweg,Haarlem,NL,pm10,-2362.234615,52.3705,4.64232,1329
Cayumanqui,Quillón,CL,so2,10892.6051,-36.683859,-72.465292,1342
Lagunillas,Coronel,CL,so2,11593.516,-36.983803,-73.159774,1182
Lagunillas,Coronel,CL,no2,16429.775,-36.983803,-73.159774,1182
Lagunillas,Coronel,CL,co,2711046.92,-36.983803,-73.159774,1182
Lagunillas,Coronel,CL,o3,26758.3182,-36.983803,-73.159774,1182
Lagunillas,Coronel,CL,pm10,42159.916,-36.983803,-73.159774,1040
Lota urbana,Coronel,CL,so2,16649.509,-37.07761981,-73.1541365,1101
Lota urbana,Coronel,CL,no2,14125.60536,-37.07761981,-73.1541365,1101
Lota urbana,Coronel,CL,co,941924.47,-37.07761981,-73.1541365,1101
Lota urbana,Coronel,CL,o3,14926.14698,-37.07761981,-73.1541365,1101
Lota urbana,Coronel,CL,pm10,37367.48,-37.07761981,-73.1541365,948
Lota rural,Coronel,CL,so2,15713.755,-37.10069626,-73.15576039,1275
Lota rural,Coronel,CL,no2,17443.8311,-37.10069626,-73.15576039,1275
Lota rural,Coronel,CL,co,613398.284,-37.10069626,-73.15576039,1275
Lota rural,Coronel,CL,o3,23793.908,-37.10069626,-73.15576039,1275
Lota rural,Coronel,CL,pm10,42569.36,-37.10069626,-73.15576039,1054
Quillón,Quillón,CL,so2,12609.4966,-36.743905,-72.47721,1344
Quillón,Quillón,CL,no2,6658.908,-36.743905,-72.47721,1344
Quillón,Quillón,CL,co,493968.55,-36.743905,-72.47721,1344
Quillón,Quillón,CL,o3,46171.462,-36.743905,-72.47721,1344
Quillón,Quillón,CL,pm10,26588.928,-36.743905,-72.47721,1116
Nueva  Aldea,Ránquil,CL,so2,14963.33184,-36.65911706,-72.47996137,1331
Nueva  Aldea,Ránquil,CL,no2,9754.74315,-36.65911706,-72.47996137,1331
Nueva  Aldea,Ránquil,CL,co,1135547.2,-36.65911706,-72.47996137,1331
Nueva  Aldea,Ránquil,CL,o3,46807.252,-36.65911706,-72.47996137,1331
Nueva  Aldea,Ránquil,CL,pm10,32580.68,-36.65911706,-72.47996137,1103
Nueva Libertad,Talcahuano,CL,so2,16969.105,-36.735998,-73.118693,1266
Nueva Libertad,Talcahuano,CL,no2,20931.912,-36.735998,-73.118693,1266
Nueva Libertad,Talcahuano,CL,co,1755674.03,-36.735998,-73.118693,1266
Nueva Libertad,Talcahuano,CL,pm10,59866.25,-36.735998,-73.118693,1048
Nueva Libertad,Talcahuano,CL,pm25,22778.02,-36.735998,-73.118693,1266
Loncura,Quintero,CL,so2,17505.44714,-32.79515105,-71.53301968,946
Loncura,Quintero,CL,no2,12135.773,-32.79515105,-71.53301968,946
Loncura,Quintero,CL,co,100324.684,-32.79515105,-71.53301968,946
