location,city,country,year,month,parameter,value,latitude,longitude
Shanghai,Shanghai,CN,2016,02,pm25,52.186186186186184,31.21,121.44
Guangzhou,Guangzhou,CN,2016,02,pm25,16.27007299270073,23.12,113.32
Beijing US Embassy,Beijing,CN,2016,02,pm25,42.10980966325037,39.95,116.47
Shenyang,Shenyang,CN,2016,02,pm25,61.36244541484716,41.78,123.42
Chengdu,Chengdu,CN,2016,02,pm25,77.73816568047337,30.63,104.07
Wollongong,Illawarra,AU,2016,02,co,0.10000000000000002,-34.41861110000001,150.8863889
Wyong,Central Coast,AU,2016,02,so2,0.0,-32.195,150.67361110000002
Wallsend,Lower Hunter,AU,2016,02,o3,0.015000000000000003,-32.896111100000006,151.66916669999998
Vineyard,Sydney North-west,AU,2016,02,so2,0.32,-33.6577778,150.8466667
Wagga Wagga Nth,South-west Slopes,AU,2016,02,pm10,5.700000000000001,-35.1044444,147.3602778
Singleton,Upper Hunter - Singleton,AU,2016,02,pm10,29.800000000000004,-32.5297222,151.14972219999999
St Marys,Sydney North-west,AU,2016,02,o3,0.03700000000000001,-33.7972222,150.7658333
Tamworth,North-west Slopes,AU,2016,02,pm10,5.3,-31.110555600000005,150.91416669999998
Prospect,Sydney North-west,AU,2016,02,o3,0.024999999999999998,-33.7947222,150.9125
Richmond,Sydney North-west,AU,2016,02,pm10,26.899999999999995,-33.618333299999996,150.74583330000002
Rozelle,Sydney East,AU,2016,02,co,0.09999999999999999,-33.8658333,151.1625
Newcastle,Lower Hunter,AU,2016,02,no2,0.0024,-32.9325,151.7583333
Muswellbrook,Upper Hunter - Muswellbrook,AU,2016,02,pm25,8.599999999999998,-32.271666700000004,150.8858333
Liverpool,Sydney South-west,AU,2016,02,o3,0.010999999999999998,-33.9327778,150.9058333
Randwick,Sydney East,AU,2016,02,o3,0.028,-33.9333333,151.24194440000002
Oakdale,Sydney South-west,AU,2016,02,no2,0.002000000000000001,-34.05305560000001,150.49722219999998
Campbelltown West,Sydney South-west,AU,2016,02,no2,0.0016000000000000005,-34.0666667,150.7952778
Lindfield,Sydney East,AU,2016,02,no2,0.0069000000000000025,-33.7827778,151.15
Bringelly,Sydney South-west,AU,2016,02,co,0.0,-33.919444399999996,150.7611111
Kembla Grange,Illawarra,AU,2016,02,so2,0.325,-34.476388899999996,150.8175
Camden,Sydney South-west,AU,2016,02,o3,0.016,-34.0416667,150.69027780000002
Albion Park Sth,Illawarra,AU,2016,02,co,0.0,-34.580555600000004,150.7816667
Chullora,Sydney East,AU,2016,02,so2,0.2730000000000001,-33.89388889999999,151.0452778
Beresfield,Lower Hunter,AU,2016,02,no2,0.006900000000000003,-32.798333299999996,151.66
Earlwood,Sydney East,AU,2016,02,o3,0.004000000000000001,-33.917777799999996,151.13472219999997
Bathurst,Central Tablelands,AU,2016,02,pm10,17.3,-33.4033333,149.5733333
Albury,South-west Slopes,AU,2016,02,pm10,9.700000000000001,-36.0516667,146.97416669999998
Taubaté,Taubaté,BR,2016,02,pm10,,,
S.José Campos,São José dos Campos,BR,2016,02,no2,,,
S.Bernardo-Centro,São Bernardo do Campo,BR,2016,02,pm25,,,
Sorocaba,Sorocaba,BR,2016,02,o3,,,
