location,city,country,year,month,parameter,value,latitude,longitude
Anand Vihar,Delhi,IN,2015,07,pm10,245.72235294117647,28.6508,77.3152
Mandir Marg,Delhi,IN,2015,07,no2,33.268965517241384,28.6341,77.2005
RK Puram,Delhi,IN,2015,07,no2,45.352760736196316,28.5648,77.1744
Mandir Marg,Delhi,IN,2015,07,co,663.304347826087,28.6341,77.2005
RK Puram,Delhi,IN,2015,07,o3,22.22930513595166,28.5648,77.1744
Mandir Marg,Delhi,IN,2015,07,o3,18.99007490636704,28.6341,77.2005
Anand Vihar,Delhi,IN,2015,07,pm25,65.18494623655914,28.6508,77.3152
Anand Vihar,Delhi,IN,2015,07,no2,55.24957446808511,28.6508,77.3152
RK Puram,Delhi,IN,2015,07,pm25,56.47078464106845,28.5648,77.1744
Anand Vihar,Delhi,IN,2015,07,co,883.0985915492957,28.6508,77.3152
RK Puram,Delhi,IN,2015,07,so2,5.791135303265941,28.5648,77.1744
Mandir Marg,Delhi,IN,2015,07,pm25,42.861566484517304,28.6341,77.2005
RK Puram,Delhi,IN,2015,07,co,2756.218905472637,28.5648,77.1744
Anand Vihar,Delhi,IN,2015,07,o3,30.350133333333332,28.6508,77.3152
RK Puram,Delhi,IN,2015,07,pm10,115.91257668711657,28.5648,77.1744
Anand Vihar,Delhi,IN,2015,07,so2,23.73813333333333,28.6508,77.3152
Punjabi Bagh,Delhi,IN,2015,07,pm10,116.01692047377327,28.6683,77.1167
Punjabi Bagh,Delhi,IN,2015,07,pm25,61.95593869731801,28.6683,77.1167
Punjabi Bagh,Delhi,IN,2015,07,o3,38.54448529411764,28.6683,77.1167
Punjabi Bagh,Delhi,IN,2015,07,co,1241.8894830659538,28.6683,77.1167
Punjabi Bagh,Delhi,IN,2015,07,so2,7.099439775910364,28.6683,77.1167
Punjabi Bagh,Delhi,IN,2015,07,no2,49.988644067796606,28.6683,77.1167
Mandir Marg,Delhi,IN,2015,07,pm10,99.2244094488189,28.6341,77.2005
Mandir Marg,Delhi,IN,2015,07,so2,14.019189765458423,28.6341,77.2005
Beijing US Embassy,Beijing,CN,2015,07,pm25,65.42592592592592,39.95,116.47
