location,city,country,year,month,parameter,value,latitude,longitude
Ardhali Bazar,Varanasi,IN,2016,09,pm25,37.992626205331824,25.35055556,82.97833333
Ardhali Bazar,Varanasi,IN,2016,09,co,942.7683615819209,25.35055556,82.97833333
Ardhali Bazar,Varanasi,IN,2016,09,no2,17.38994350282486,25.35055556,82.97833333
Ardhali Bazar,Varanasi,IN,2016,09,pm10,89.52038505096263,25.35055556,82.97833333
Ardhali Bazar,Varanasi,IN,2016,09,o3,15.062593220338984,25.35055556,82.97833333
Chandrapur,Chandrapur,IN,2016,09,o3,5.293696128560994,19.95,79.3
Chandrapur,Chandrapur,IN,2016,09,co,477.3046018991965,19.95,79.3
Chandrapur,Chandrapur,IN,2016,09,so2,2.117479912344777,19.95,79.3
Chandrapur,Chandrapur,IN,2016,09,pm25,31.480635551142004,19.95,79.3
Chandrapur,Chandrapur,IN,2016,09,pm10,69.91301169590643,19.95,79.3
Chandrapur,Chandrapur,IN,2016,09,no2,6.173900657414171,19.95,79.3
Sector16A Faridabad,Faridabad,IN,2016,09,o3,31.25115246957767,28.41012222,77.313775
Sector16A Faridabad,Faridabad,IN,2016,09,no2,31.7327615658363,28.41012222,77.313775
Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,2016,09,o3,24.271304347826085,17.42329722,78.47469722
Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,2016,09,co,541.6022099447514,17.42329722,78.47469722
Maninagar,Ahmedabad,IN,2016,09,o3,,,
Maninagar,Ahmedabad,IN,2016,09,no2,,,
Maninagar,Ahmedabad,IN,2016,09,co,,,
RBU - WBSPCB,Kolkata,IN,2016,09,pm10,61.21420765027323,22.627875,88.3804
RBU - WBSPCB,Kolkata,IN,2016,09,o3,25.643382352941178,22.627875,88.3804
RBU - WBSPCB,Kolkata,IN,2016,09,co,904.4459279038718,22.627875,88.3804
Victoria Memorial - WBSPCB,Kolkata,IN,2016,09,pm10,23.459468911917096,22.572646,88.36389499999996
RBU - WBSPCB,Kolkata,IN,2016,09,no2,32.103159999999995,22.627875,88.3804
Victoria Memorial - WBSPCB,Kolkata,IN,2016,09,o3,11.968371002132196,22.572646,88.36389499999996
Victoria Memorial - WBSPCB,Kolkata,IN,2016,09,co,507.5805758487323,22.572646,88.36389499999996
Victoria Memorial - WBSPCB,Kolkata,IN,2016,09,no2,22.138866067608046,22.572646,88.36389499999996
"Lalbagh, DN Park",Lucknow,IN,2016,09,co,844.4601769911504,26.84578611,80.93874444
"Lalbagh, DN Park",Lucknow,IN,2016,09,no2,26.637793345008756,26.84578611,80.93874444
IIT,Chennai,IN,2016,09,no2,21.13354474982382,12.99251389,80.23744722
IIT,Chennai,IN,2016,09,co,472.249822569198,12.99251389,80.23744722
IIT,Chennai,IN,2016,09,o3,21.391875881523276,12.99251389,80.23744722
SaneguravaHalli - KSPCB,Bengaluru,IN,2016,09,pm10,30.79827433628319,12.991669400000001,77.5458305555555
SaneguravaHalli - KSPCB,Bengaluru,IN,2016,09,co,499.91150442477874,12.991669400000001,77.5458305555555
SaneguravaHalli - KSPCB,Bengaluru,IN,2016,09,no2,11.24358407079646,12.991669400000001,77.5458305555555
NSIT Dwarka,Delhi,IN,2016,09,o3,41.09157014157014,28.590999999999998,77.05
NSIT Dwarka,Delhi,IN,2016,09,co,505.2516129032258,28.590999999999998,77.05
NSIT Dwarka,Delhi,IN,2016,09,no2,37.47730451366815,28.590999999999998,77.05
ZooPark,Hyderabad,IN,2016,09,pm25,17.222929936305732,17.349694,78.451437
ZooPark,Hyderabad,IN,2016,09,pm10,34.61820851688693,17.349694,78.451437
ZooPark,Hyderabad,IN,2016,09,co,469.3468795355588,17.349694,78.451437
ZooPark,Hyderabad,IN,2016,09,so2,7.1046410442349535,17.349694,78.451437
ZooPark,Hyderabad,IN,2016,09,no2,12.826976069615664,17.349694,78.451437
Howrah - WBSPCB,Howrah,IN,2016,09,pm10,,,
Manali,Chennai,IN,2016,09,co,991.6666666666666,13.164544,80.26285
Manali,Chennai,IN,2016,09,no2,23.65491133384734,13.164544,80.26285
Alandur Bus Depot,Chennai,IN,2016,09,o3,23.642962025316457,12.99711389,80.19151667
Alandur Bus Depot,Chennai,IN,2016,09,no2,18.05025663716814,12.99711389,80.19151667
"Pimpleshwar Mandir, Dombivali - MPCB",Thane,IN,2016,09,so2,,,
AAQMS Karve Road Pune,Pune,IN,2016,09,o3,14.957115384615383,18.497484,73.81349
AAQMS Karve Road Pune,Pune,IN,2016,09,co,1677.110187110187,18.497484,73.81349
AAQMS Karve Road Pune,Pune,IN,2016,09,pm25,30.34631744368779,18.497484,73.81349
AAQMS Karve Road Pune,Pune,IN,2016,09,pm10,41.14999478079332,18.497484,73.81349
BWSSB Kadabesanahalli,Bengaluru,IN,2016,09,o3,22.876811819595645,12.93890556,77.69727222
BWSSB Kadabesanahalli,Bengaluru,IN,2016,09,co,822.5101214574898,12.93890556,77.69727222
BWSSB Kadabesanahalli,Bengaluru,IN,2016,09,no2,37.43161051766639,12.93890556,77.69727222
Misheel expo,Ulaanbaatar,MN,2016,09,pm10,45.119254658385096,47.894338899999994,106.88247220000001
Maharashtra Pollution Control Board - Solapur,Solapur,IN,2016,09,pm10,40.026831844029246,17.6599188,75.9063906
Maharashtra Pollution Control Board - Solapur,Solapur,IN,2016,09,pm25,16.678408903544934,17.6599188,75.9063906
Maharashtra Pollution Control Board - Solapur,Solapur,IN,2016,09,o3,40.6585564516129,17.6599188,75.9063906
Maharashtra Pollution Control Board - Solapur,Solapur,IN,2016,09,co,3622.314516129032,17.6599188,75.9063906
Maharashtra Pollution Control Board - Solapur,Solapur,IN,2016,09,so2,14.31233870967742,17.6599188,75.9063906
Maharashtra Pollution Control Board - Solapur,Solapur,IN,2016,09,no2,31.713185483870966,17.6599188,75.9063906
Navi Mumbai Municipal Corporation Airoli,Mumbai,IN,2016,09,pm10,38.14519644180874,19.1494,72.9986
Navi Mumbai Municipal Corporation Airoli,Mumbai,IN,2016,09,pm25,29.08739420935412,19.1494,72.9986
Navi Mumbai Municipal Corporation Airoli,Mumbai,IN,2016,09,co,1468.6609686609686,19.1494,72.9986
Maharashtra Pollution Control Board Bandra,Mumbai,IN,2016,09,pm25,16.812560034305317,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,IN,2016,09,pm10,56.34909130434783,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,IN,2016,09,o3,12.621365145228214,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,IN,2016,09,co,535.7356715141146,19.041847,72.865513
BTM Layout,Bengaluru,IN,2016,09,o3,19.034252696456086,12.91281111,77.60921944
BTM Layout,Bengaluru,IN,2016,09,co,333.7599364069952,12.91281111,77.60921944
BTM Layout,Bengaluru,IN,2016,09,no2,18.816656394453005,12.91281111,77.60921944
Sector 6 Panchkula - HSPCB,Panchkula,IN,2016,09,pm25,57.87170921198668,30.7057778,76.8531805555555
Sector 6 Panchkula - HSPCB,Panchkula,IN,2016,09,o3,28.86751098096633,30.7057778,76.8531805555555
Sector 6 Panchkula - HSPCB,Panchkula,IN,2016,09,co,1085.0347222222222,30.7057778,76.8531805555555
Sector 6 Panchkula - HSPCB,Panchkula,IN,2016,09,so2,4.957081807081807,30.7057778,76.8531805555555
Sector 6 Panchkula - HSPCB,Panchkula,IN,2016,09,no2,21.573999999999998,30.7057778,76.8531805555555
Urgakh naran,Ulaanbaatar,MN,2016,09,o3,2.9101316542644535,47.8664611,107.11801940000001
Urgakh naran,Ulaanbaatar,MN,2016,09,no2,9.736506094022054,47.8664611,107.11801940000001
Urgakh naran,Ulaanbaatar,MN,2016,09,pm10,35.55294791070406,47.8664611,107.11801940000001
Mongol gazar,Ulaanbaatar,MN,2016,09,no2,33.54613156805958,47.903538899999994,106.8507083
Mongol gazar,Ulaanbaatar,MN,2016,09,so2,3.5934618608549873,47.903538899999994,106.8507083
Mongol gazar,Ulaanbaatar,MN,2016,09,co,403.72319932998323,47.903538899999994,106.8507083
Mongol gazar,Ulaanbaatar,MN,2016,09,pm10,109.01612903225806,47.903538899999994,106.8507083
100 ail,Ulaanbaatar,MN,2016,09,o3,21.885191347753743,47.932905600000005,106.92138329999999
100 ail,Ulaanbaatar,MN,2016,09,no2,24.679151061173535,47.932905600000005,106.92138329999999
100 ail,Ulaanbaatar,MN,2016,09,so2,3.7056587837837838,47.932905600000005,106.92138329999999
100 ail,Ulaanbaatar,MN,2016,09,co,421.515132408575,47.932905600000005,106.92138329999999
100 ail,Ulaanbaatar,MN,2016,09,pm10,120.53993344425957,47.932905600000005,106.92138329999999
Bukhiin urguu,Ulaanbaatar,MN,2016,09,o3,20.76805251641138,47.9176056,106.9373611
Bukhiin urguu,Ulaanbaatar,MN,2016,09,co,552.9547477744807,47.9176056,106.9373611
Bukhiin urguu,Ulaanbaatar,MN,2016,09,no2,75.3931436907367,47.9176056,106.9373611
Bukhiin urguu,Ulaanbaatar,MN,2016,09,pm25,27.671043034281546,47.9176056,106.9373611
Bukhiin urguu,Ulaanbaatar,MN,2016,09,so2,6.741176470588235,47.9176056,106.9373611
Bukhiin urguu,Ulaanbaatar,MN,2016,09,pm10,68.28154631655725,47.9176056,106.9373611
Baruun 4 zam,Ulaanbaatar,MN,2016,09,so2,9.174787316318639,47.915383299999995,106.89419440000002
Baruun 4 zam,Ulaanbaatar,MN,2016,09,no2,76.7277566539924,47.915383299999995,106.89419440000002
Baruun 4 zam,Ulaanbaatar,MN,2016,09,pm25,32.07369402985075,47.915383299999995,106.89419440000002
Baruun 4 zam,Ulaanbaatar,MN,2016,09,pm10,84.84190330007675,47.915383299999995,106.89419440000002
R K Puram,Delhi,IN,2016,09,pm10,137.0275229357798,28.5648,77.1744
R K Puram,Delhi,IN,2016,09,o3,27.30170648464164,28.5648,77.1744
R K Puram,Delhi,IN,2016,09,co,1439.294710327456,28.5648,77.1744
R K Puram,Delhi,IN,2016,09,no2,49.57516447368421,28.5648,77.1744
Collectorate - Gaya - BSPCB,Gaya,IN,2016,09,pm25,23.585218702865763,24.7489694,84.9438395
Collectorate - Gaya - BSPCB,Gaya,IN,2016,09,co,729.624060150376,24.7489694,84.9438395
Collectorate - Gaya - BSPCB,Gaya,IN,2016,09,no2,25.380669172932333,24.7489694,84.9438395
Collectorate - Gaya - BSPCB,Gaya,IN,2016,09,so2,5.626661654135338,24.7489694,84.9438395
Anand Vihar,Delhi,IN,2016,09,pm10,352.0206270627063,28.6508,77.3152
Anand Vihar,Delhi,IN,2016,09,pm25,71.94112837285364,28.6508,77.3152
Anand Vihar,Delhi,IN,2016,09,o3,30.32084048027444,28.6508,77.3152
Anand Vihar,Delhi,IN,2016,09,no2,56.50401002506266,28.6508,77.3152
Tirumala-APPCB,Tirupati,IN,2016,09,pm25,,,
Haldia - WBSPCB,Haldia,IN,2016,09,pm10,44.61451764705882,22.060470000000002,88.109737
Haldia - WBSPCB,Haldia,IN,2016,09,o3,37.91491145218418,22.060470000000002,88.109737
Haldia - WBSPCB,Haldia,IN,2016,09,co,1434.770857814336,22.060470000000002,88.109737
Haldia - WBSPCB,Haldia,IN,2016,09,so2,26.19309202453988,22.060470000000002,88.109737
Haldia - WBSPCB,Haldia,IN,2016,09,no2,15.484888366627496,22.060470000000002,88.109737
"Lalbagh, DN Park",Lucknow,IN,2016,09,o3,21.21106373008435,26.84578611,80.93874444
Talkatora District Industries Center,Lucknow,IN,2016,09,no2,23.516224719101125,26.83399722,80.89173609999999
City Railway Station - KSPCB,Bengaluru,IN,2016,09,pm10,68.78510416666667,12.977347199999999,77.57069722222221
City Railway Station - KSPCB,Bengaluru,IN,2016,09,co,653.915857605178,12.977347199999999,77.57069722222221
City Railway Station - KSPCB,Bengaluru,IN,2016,09,no2,26.706736,12.977347199999999,77.57069722222221
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,2016,09,pm25,57.40109900990099,28.450128499999998,77.0263051
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,2016,09,co,530.950950950951,28.450128499999998,77.0263051
Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,2016,09,so2,2.3021292372881357,28.450128499999998,77.0263051
Punjabi Bagh,Delhi,IN,2016,09,pm10,136.02170418006432,28.6683,77.1167
Punjabi Bagh,Delhi,IN,2016,09,o3,31.311904761904763,28.6683,77.1167
Punjabi Bagh,Delhi,IN,2016,09,co,1.112059064807219,28.6683,77.1167
Punjabi Bagh,Delhi,IN,2016,09,no2,51.32346185397867,28.6683,77.1167
IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,2016,09,no2,38.31662990196079,25.3636,85.0755
IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,2016,09,pm25,55.11706102117061,25.3636,85.0755
IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,2016,09,o3,26.15557715674362,25.3636,85.0755
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,2016,09,pm25,31.29422222222222,26.0762,85.4115
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,2016,09,o3,19.902309688581315,26.0762,85.4115
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,2016,09,co,1794.920634920635,26.0762,85.4115
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,2016,09,so2,15.160840407470289,26.0762,85.4115
Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,2016,09,no2,23.509789915966383,26.0762,85.4115
US Diplomatic Post: New Delhi,Delhi,IN,2016,09,pm25,109.70833333333333,28.598096,77.189066
US Diplomatic Post: Mumbai,Mumbai,IN,2016,09,pm25,10.631944444444445,19.066023,72.868702
US Diplomatic Post: Hyderabad,Hyderabad,IN,2016,09,pm25,8.518055555555556,17.443464000000002,78.47489
US Diplomatic Post: Kolkata,Kolkata,IN,2016,09,pm25,4.518055555555556,22.547142,88.35104799999999
US Diplomatic Post: Chennai,Chennai,IN,2016,09,pm25,-264.3722222222222,13.052371,80.251932
Sanjay Palace,Agra,IN,2016,09,pm25,49.827346465816916,27.19865833,78.00598056
Sanjay Palace,Agra,IN,2016,09,o3,31.62432919954904,27.19865833,78.00598056
Sanjay Palace,Agra,IN,2016,09,co,872.5056179775281,27.19865833,78.00598056
Central School,Lucknow,IN,2016,09,pm25,34.48294673539519,26.85272778,80.99632778
Central School,Lucknow,IN,2016,09,o3,41.67505119453925,26.85272778,80.99632778
Central School,Lucknow,IN,2016,09,co,760.6735751295337,26.85272778,80.99632778
R K Puram,Delhi,IN,2016,09,pm25,68.40721196130167,28.5648,77.1744
La Greda,Puchuncaví,CL,2016,09,so2,14.08707520891365,-32.748154,-71.474204
