location,city,country,year,month,parameter,value,latitude,longitude
Shanghai,Shanghai,CN,2015,10,pm25,42.31267605633803,31.21,121.44
Guangzhou,Guangzhou,CN,2015,10,pm25,39.96619718309859,23.12,113.32
Shenyang,Shenyang,CN,2015,10,pm25,77.89265536723164,41.78,123.42
Chengdu,Chengdu,CN,2015,10,pm25,51.859154929577464,30.63,104.07
London Marylebone Road,London,GB,2015,10,pm10,31.8135593220339,51.522529999999996,-0.154611
London N. Kensington,London,GB,2015,10,o3,23.452926208651398,51.52105,-0.21349200000000002
London N. Kensington,London,GB,2015,10,pm10,22.343825665859566,51.52105,-0.21349200000000002
Escuela E-10,Tocopilla,CL,2015,10,pm10,37.64573797468355,-22.087,-70.193253
Escuela E-10,Tocopilla,CL,2015,10,pm25,12.715068716094033,-22.087,-70.193253
Campiche,Puchuncaví,CL,2015,10,o3,24.631749460043196,-32.736065,-71.450827
Escuela E-10,Tocopilla,CL,2015,10,no2,15.628647647377937,-22.087,-70.193253
Campiche,Puchuncaví,CL,2015,10,so2,15.471145572354208,-32.736065,-71.450827
Escuela E-10,Tocopilla,CL,2015,10,co,366.4780289330923,-22.087,-70.193253
Escuela E-10,Tocopilla,CL,2015,10,o3,22.601578517179025,-22.087,-70.193253
Escuela E-10,Tocopilla,CL,2015,10,so2,12.028274723327305,-22.087,-70.193253
Campiche,Puchuncaví,CL,2015,10,no2,15.091343023255813,-32.736065,-71.450827
Campiche,Puchuncaví,CL,2015,10,co,480.4336933045356,-32.736065,-71.450827
London Eltham,London,GB,2015,10,o3,26.354497354497354,51.45258,0.070766
London Bloomsbury,London,GB,2015,10,pm10,21.701639344262293,51.522290000000005,-0.125889
London Harlington,London,GB,2015,10,o3,22.558641975308642,51.48879,-0.441614
London Bexley,London,GB,2015,10,no2,33.73122529644269,51.466029999999996,0.184806
London Harlington,London,GB,2015,10,pm25,16.96842105263158,51.48879,-0.441614
London Marylebone Road,London,GB,2015,10,no2,89.7772397094431,51.522529999999996,-0.154611
Camden Kerbside,London,GB,2015,10,pm10,23.34866828087167,51.54421,-0.175269
London Bloomsbury,London,GB,2015,10,no2,53.344743276283616,51.522290000000005,-0.125889
London Marylebone Road,London,GB,2015,10,pm25,21.012106537530265,51.522529999999996,-0.154611
Camden Kerbside,London,GB,2015,10,pm25,18.196185286103542,51.54421,-0.175269
London Bloomsbury,London,GB,2015,10,o3,14.733496332518337,51.522290000000005,-0.125889
London Harlington,London,GB,2015,10,no2,30.175384615384615,51.48879,-0.441614
Camden Kerbside,London,GB,2015,10,no2,74.22439024390243,51.54421,-0.175269
London Eltham,London,GB,2015,10,pm25,14.181598062953995,51.45258,0.070766
London Marylebone Road,London,GB,2015,10,o3,11.425,51.522529999999996,-0.154611
Haringey Roadside,London,GB,2015,10,pm25,19.27360774818402,51.5993,-0.068218
London Eltham,London,GB,2015,10,no2,23.74818401937046,51.45258,0.070766
London Harrow Stanmore,London,GB,2015,10,pm25,12.430992736077481,51.617333,-0.298777
London N. Kensington,London,GB,2015,10,no2,43.23095823095823,51.52105,-0.21349200000000002
Haringey Roadside,London,GB,2015,10,no2,48.29782082324455,51.5993,-0.068218
London Teddington Bushy Park,London,GB,2015,10,pm25,9.598039215686274,51.425286,-0.34560599999999997
London Bloomsbury,London,GB,2015,10,pm25,12.62836185819071,51.522290000000005,-0.125889
London Harlington,London,GB,2015,10,pm10,18.31764705882353,51.48879,-0.441614
London N. Kensington,London,GB,2015,10,pm25,14.210653753026634,51.52105,-0.21349200000000002
London Bexley,London,GB,2015,10,pm25,18.063106796116504,51.466029999999996,0.184806
Nisekh,Ulaanbaatar,MN,2015,10,o3,17.05367231638418,47.863943,106.779094
MNB,Ulaanbaatar,MN,2015,10,no2,29.9246511627907,47.929732,106.88862900000001
Tolgoit,Ulaanbaatar,MN,2015,10,pm10,190.19278252611585,47.922495,106.79480500000001
MNB,Ulaanbaatar,MN,2015,10,o3,27.537674418604652,47.929732,106.88862900000001
Loncura,Quintero,CL,2015,10,no2,9.90356956521739,-32.795151048046996,-71.533019680176
Calabozo,Coronel,CL,2015,10,so2,6.485851234866828,-36.996430960359,-73.115805357178
Coronel Sur,Coronel,CL,2015,10,so2,11.12589368836292,-37.031702,-73.138689
Nueva Libertad,Talcahuano,CL,2015,10,no2,14.156911596958174,-36.735997999999995,-73.11869300000001
Lota urbana,Coronel,CL,2015,10,pm10,20.549282178217823,-37.077619809695,-73.154136498581
